"안전비상벨관리번호","설치위치","소재지도로명주소","소재지지번주소","위도","경도","관리기관명","관리기관전화번호"
"C132","백산초등학교, 후문","서울특별시 금천구 독산로6길 49","서울특별시 금천구 시흥동 438-202",37.44686296,126.9057274,"금천구 U-통합운영센터","02-2627-1903"
"C133","탑동유치원, 후문 통학로","서울특별시 금천구 탑골로7길 27","서울특별시 금천구 시흥동 220-44",37.45279753,126.913476,"금천구 U-통합운영센터","02-2627-1903"
"C134","금나래초등학교 정문","서울특별시 금천구 시흥대로77길 32","서울특별시 금천구 시흥동 113-139",37.45810408,126.8971866,"금천구 U-통합운영센터","02-2627-1903"
"SN101","CU편의점 앞","서울특별시 금천구 시흥대로153길 36","서울특별시 금천구 독산동 143-21",37.47716908,126.8967399,"금천구 U-통합운영센터","02-2627-1903"
"SN102","문성초교 후문 숙연음악학원 앞","서울특별시 금천구 시흥대로148길 22 문성초교","서울특별시 금천구 독산동 982-1",37.465061,126.90001,"금천구 U-통합운영센터","02-2627-1903"
"SN103","독산고등학교 담벼락, 영남초교 입구 앞","서울특별시 금천구 독산로102길 125","서울특별시 금천구 독산동 907-20",37.47663969,126.9104926,"금천구 U-통합운영센터","02-2627-1903"
"SN104","정심초교 앞, 동아아파트 앞","서울특별시 금천구 독산로78다길 53","서울특별시 금천구 독산동 산113-15",37.47050981,126.9065976,"금천구 U-통합운영센터","02-2627-1903"
"SN105","독산동어린이집 앞","서울특별시 금천구 벚꽃로18길 33","서울특별시 금천구 독산동 999-11",37.46824736,126.8908198,"금천구 U-통합운영센터","02-2627-1903"
"SN106","독산초등하교 담벼락, 매일이삿짐센터 앞","서울특별시 금천구 시흥대로98길 49","서울특별시 금천구 독산동 1051-18",37.46442119,126.900493,"금천구 U-통합운영센터","02-2627-1903"
"SN107","서울문교초등학교 담벼락 꿈돌이마트문구 앞","서울특별시 금천구 독산로64길 107 문교초교","서울특별시 금천구 독산동 376-26",37.46667622,126.9080176,"금천구 U-통합운영센터","02-2627-1903"
"SN109","신흥초등학교, 신흥어린이공원 앞","서울특별시 금천구 독산로36나길 7","서울특별시 금천구 시흥동 4-128",37.45996163,126.9076912,"금천구 U-통합운영센터","02-2627-1903"
"SN110","서울시흥초등학교, 시흥본동치안센터 앞","서울특별시 금천구 금하로11길 40","서울특별시 금천구 시흥동 841",37.45543569,126.904118,"금천구 U-통합운영센터","02-2627-1903"
"SN111","금천초등학교, 주택가 통학로","서울특별시 금천구 탑골로5길 29-4","서울특별시 금천구 시흥동 212-4",37.45347739,126.911673,"금천구 U-통합운영센터","02-2627-1903"
"SN112","탑동초등학교, 해명종합복지타운 정문 앞","서울특별시 금천구 탑골로35","서울특별시 금천구 시흥동 224-1",37.45208397,126.9134965,"금천구 U-통합운영센터","02-2627-1903"
"SN113","독산한신아파트 입구","서울특별시 금천구 한내로 62","서울특별시 금천구 독산동 1093-4",37.45538992,126.8888764,"금천구 U-통합운영센터","02-2627-1903"
"SN114","백산초등학교, 성석교회 앞 통학로","","서울특별시 금천구 시흥동 935-90",37.465061,126.904193,"금천구 U-통합운영센터","02-2627-1903"
"SN115","문일중고등학교, 럭키남서울아파트 3동 옆","서울특별시 금천구 시흥대로47길 45","서울특별시 금천구 시흥동 990-58",37.45033129,126.8985127,"금천구 U-통합운영센터","02-2627-1903"
"SN116","동일여자고등학교, 정문 옆","서울특별시 금천구 금하로773","서울특별시 금천구 시흥동 268-3",37.45036291,126.9158311,"금천구 U-통합운영센터","02-2627-1903"
"SN117","금동초등학교, 통학로","서울특별시 금천구 금하로30길 51","서울특별시 금천구 시흥동 1013-3",37.44829824,126.9164708,"금천구 U-통합운영센터","02-2627-1903"
"N101","성진정밀 앞","서울특별시 금천구 가산로77","서울특별시 금천구 독산동 297-6",37.47303364,126.8949142,"금천구 U-통합운영센터","02-2627-1903"
"N102","성지병원 앞","서울특별시 금천구 가산로122","서울특별시 금천구 가산동 151-36",37.4765962,126.8928788,"금천구 U-통합운영센터","02-2627-1903"
"N103","썸타러가자안마 앞","서울특별시 금천구 가산로144","서울특별시 금천구 가산동 142-41",37.47818763,126.8911716,"금천구 U-통합운영센터","02-2627-1903"
"N104","재성ENG 앞","서울특별시 금천구 가산로20","서울특별시 금천구 독산동 163-25",37.47136641,126.9007497,"금천구 U-통합운영센터","02-2627-1903"
"N105","줄리앙호프 앞","서울특별시 금천구 범안로1236","서울특별시 금천구 독산동 1032-3",37.46634821,126.899108,"금천구 U-통합운영센터","02-2627-1903"
"N106","세븐일레븐 건너편","서울특별시 금천구 문성로48","서울특별시 금천구 독산동 893-7",37.47671796,126.9091539,"금천구 U-통합운영센터","02-2627-1903"
"N107","태림모피 앞","서울특별시 금천구 가산디지털2로 129","서울특별시 금천구 가산동 450-3",37.47932133,126.8784712,"금천구 U-통합운영센터","02-2627-1903"
"N108","금보석 앞","서울특별시 금천구 독산로139","서울특별시 금천구 시흥동 856-22",37.45970702,126.9047573,"금천구 U-통합운영센터","02-2627-1903"
"N109","선메디칼 앞","서울특별시 금천구 독산로 201","서울특별시 금천구 독산동 1042-8",37.46477603,126.902445,"금천구 U-통합운영센터","02-2627-1903"
"N110","천지랜드불한증막24시 앞","서울특별시 금천구 독산로291","서울특별시 금천구 독산동 990-16",37.47282435,126.9030495,"금천구 U-통합운영센터","02-2627-1903"
"N111","가산약국 앞","서울특별시 금천구 가산로113 두산아파트","서울특별시 금천구 가산동 152-12",37.47581046,126.892803,"금천구 U-통합운영센터","02-2627-1903"
"N112","유림모텔 앞","서울특별시 금천구 범안로1192","서울특별시 금천구 독산동 1006-28",37.46637633,126.894191,"금천구 U-통합운영센터","02-2627-1903"
"N113","캐슬PC방 앞","서울특별시 금천구 독산로353","서울특별시 금천구 독산동 959-12",37.47842548,126.9035985,"금천구 U-통합운영센터","02-2627-1903"
"N114","에벤에셀프라자 앞","서울특별시 금천구 금하로717","서울특별시 금천구 시흥동 830-13",37.45085212,126.9096734,"금천구 U-통합운영센터","02-2627-1903"
"N115","월드컵노래방 앞","서울특별시 금천구 독산로238-1","서울특별시 금천구 독산동 1020-13",37.4680989,126.9023819,"금천구 U-통합운영센터","02-2627-1903"
"N116","금빛공원놀이터 앞","서울특별시 금천구 금하로668","서울특별시 금천구 시흥동 893",37.45266803,126.9044046,"금천구 U-통합운영센터","02-2627-1903"
"N117","시흥부동산 앞","서울특별시 금천구 금하로635","서울특별시 금천구 시흥동 879-26",37.45492567,126.901852,"금천구 U-통합운영센터","02-2627-1903"
"N118","유창빌딩 앞","서울특별시 금천구 범안로1209","서울특별시 금천구 독산동 293-6",37.46682509,126.8962839,"금천구 U-통합운영센터","02-2627-1903"
"N119","미니스톱 독산역점 앞","서울특별시 금천구 범안로1138","서울특별시 금천구 가산동 715",37.46579435,126.8883953,"금천구 U-통합운영센터","02-2627-1903"
"N120","맥도날드 앞","서울특별시 금천구 가산디지털1로 165","서울특별시 금천구 가산동 371-6",37.48022855,126.8810294,"금천구 U-통합운영센터","02-2627-1903"
"N121","빈폴 앞","서울특별시 금천구 디지털로193","서울특별시 금천구 가산동 60-6",37.47857364,126.8877205,"금천구 U-통합운영센터","02-2627-1903"
"N122","새부대교회 앞","서울특별시 금천구 독산로16","서울특별시 금천구 시흥동 935-27",37.44883366,126.9048299,"금천구 U-통합운영센터","02-2627-1903"
"N123","에스엠토킹스쿨 앞","서울특별시 금천구 금하로694 은행공원맞은편","서울특별시 금천구 시흥동 909-5",37.45161061,126.9071364,"금천구 U-통합운영센터","02-2627-1903"
"N124","수출의다리밑 월드메르디앙 횡단보도 건너편 철길앞","서울특별시 금천구 벚꽃로254","서울특별시 금천구 가산동 60-24",37.47776419,126.8854923,"금천구 U-통합운영센터","02-2627-1903"
"N125","청호센트레빌 앞","서울특별시 금천구 문성로14-1","서울특별시 금천구 독산동 887-5",37.47624637,126.905205,"금천구 U-통합운영센터","02-2627-1903"
"N126","용궁숯불갈비 앞","서울특별시 금천구 독산로335-1 제일목재맞은편","서울특별시 금천구 독산동 962-28",37.4767963,126.9034152,"금천구 U-통합운영센터","02-2627-1903"
"N127","영진미싱 앞","서울특별시 금천구 가산로7","서울특별시 금천구 독산동 199-13",37.47081602,126.9019804,"금천구 U-통합운영센터","02-2627-1903"
"N128","성도빌딩 앞","서울특별시 금천구 범안로1256","서울특별시 금천구 독산동 1037-3",37.466307,126.9015432,"금천구 U-통합운영센터","02-2627-1903"
"N129","대광공인중개사사무소 앞","서울특별시 금천구 독산로41","서울특별시 금천구 시흥동 896-31",37.45103648,126.9057629,"금천구 U-통합운영센터","02-2627-1903"
"N130","kyochon1991  앞","서울특별시 금천구 시흥대로48길 12-34","서울특별시 금천구 시흥동 902-29",37.45032121,126.9036978,"금천구 U-통합운영센터","02-2627-1903"
"N131","리더스타워 사거리","서울특별시 금천구 벚꽃로286","서울특별시 금천구 가산동 60-15",37.4803938,126.8841225,"금천구 U-통합운영센터","02-2627-1903"
"N132","두루치기명가별채 앞","서울특별시 금천구 금하로24다길 50","서울특별시 금천구 시흥동 929-11",37.44681946,126.9100309,"금천구 U-통합운영센터","02-2627-1903"
"N133","멋쟁이미장원 앞","서울특별시 금천구 시흥대로40길 42","서울특별시 금천구 시흥동 438-217",37.4474254,126.9059844,"금천구 U-통합운영센터","02-2627-1903"
"N134","섭리의집 뒤","서울특별시 금천구 시흥대로40길 111-5","서울특별시 금천구 시흥동 420-4",37.44642917,126.9086662,"금천구 U-통합운영센터","02-2627-1903"
"N135","한울중학교, 정문","서울특별시 금천구 독산로50길 61","서울특별시 금천구 시흥동 8-11",37.46271149,126.907659,"금천구 U-통합운영센터","02-2627-1903"
"N136","마리오아울렛 까르뜨니트 사거리","서울특별시 금천구 디지털로9길 90","서울특별시 금천구 가산동 79-2",37.48153045,126.8855363,"금천구 U-통합운영센터","02-2627-1903"
"N137","천재교육 사거리","서울특별시 금천구 가산로9길 54","서울특별시 금천구 가산동 60-28",37.47623934,126.8889088,"금천구 U-통합운영센터","02-2627-1903"
"N138","독산한신아파트 입구","서울특별시 금천구 시흥대로40마길 1","서울특별시 금천구 시흥동 932-21",37.44735818,126.9075892,"금천구 U-통합운영센터","02-2627-1903"
"N139","쌀통닭 건너편","서울특별시 금천구 금하로24길 2","서울특별시 금천구 시흥동 910-4",37.45088002,126.9084619,"금천구 U-통합운영센터","02-2627-1903"
"N140","백운장여관 앞","서울특별시 금천구 독산로 105","서울특별시 금천구 시흥동 847-7",37.45677376,126.905299,"금천구 U-통합운영센터","02-2627-1903"
"N141","새마을금고 앞","서울특별시 금천구 금하로 750","서울특별시 금천구 시흥동 1011",37.4490747,126.9136581,"금천구 U-통합운영센터","02-2627-1903"
"N142","NH농협은행 앞","서울특별시 금천구 두산로75","서울특별시 금천구 독산동 289-1",37.47031767,126.8965911,"금천구 U-통합운영센터","02-2627-1903"
"N143","태창타일 앞","서울특별시 금천구 독산로 178","서울특별시 금천구 독산동 378-451",37.46312308,126.9040431,"금천구 U-통합운영센터","02-2627-1903"
"N144","희명병원 주차타워 앞","서울특별시 금천구 시흥대로 244","서울특별시 금천구 시흥동 882-31",37.45567063,126.9005625,"금천구 U-통합운영센터","02-2627-1903"
"N145","도하공원 횡단보도 앞","서울특별시 금천구 벚꽃로 30","서울특별시 금천구 독산동 1152-5",37.45822354,126.8937097,"금천구 U-통합운영센터","02-2627-1903"
"N146","가산중학교 정문 앞","서울특별시 금천구 두산로 70","서울특별시 금천구 독산동 291-1",37.46892203,126.8955937,"금천구 U-통합운영센터","02-2627-1903"
"N147","벽산5단지 504동 옆","","서울특별시 금천구 시흥동 1013-12",37.465061,126.919503,"금천구 U-통합운영센터","02-2627-1903"
"N148","테라타워 앞","","서울특별시 금천구 가산동 219-22",37.465061,126.890729,"금천구 U-통합운영센터","02-2627-1903"
"G101","제이마트 앞","서울특별시 금천구 독산로70길 8","서울특별시 금천구 독산동 1038-2",37.46641937,126.9023253,"금천구 U-통합운영센터","02-2627-1903"
"G102","금보석 앞","서울특별시 금천구 독산로70가길 17","서울특별시 금천구 독산동 1022-78",37.46716207,126.902689,"금천구 U-통합운영센터","02-2627-1903"
"G103","선메디칼 앞","서울특별시 금천구 독산로70길 23-7","서울특별시 금천구 독산동 1022-94",37.46696414,126.903092,"금천구 U-통합운영센터","02-2627-1903"
"G104","현대하이츠빌라 앞","서울특별시 금천구 독산로74길 21-13","서울특별시 금천구 독산동 186-3",37.46909141,126.9040807,"금천구 U-통합운영센터","02-2627-1903"
"G105","아이리스빌 앞","서울특별시 금천구 독산로78다길 39","서울특별시 금천구 독산동 182-34",37.47015606,126.9058926,"금천구 U-통합운영센터","02-2627-1903"
"G106","국제쉐르빌 앞","서울특별시 금천구 독산로74길 24-13","서울특별시 금천구 독산동 1021-28",37.46833375,126.903096,"금천구 U-통합운영센터","02-2627-1903"
"G107","통家닭 앞","서울특별시 금천구 독산로74길 19","서울특별시 금천구 독산동 191-7",37.46874492,126.9034662,"금천구 U-통합운영센터","02-2627-1903"
"G108","아셈그린힐아파트 담장옆","서울특별시 금천구 독산로78다길 22","서울특별시 금천구 독산동 184-3",37.46933377,126.9051928,"금천구 U-통합운영센터","02-2627-1903"
"G109","정심초교 앞, 동아아파트 앞","서울특별시 금천구 독산로78다길 53","서울특별시 금천구 독산동 182-2",37.47050981,126.9065976,"금천구 U-통합운영센터","02-2627-1903"
"G110","벧엘피아노 앞","서울특별시 금천구 독산로80길 11-21","서울특별시 금천구 독산동 179-21",37.47175093,126.9037653,"금천구 U-통합운영센터","02-2627-1903"
"G111","한영유통 앞","서울특별시 금천구 독산로82길 20","서울특별시 금천구 독산동 181-92",37.47154288,126.9049729,"금천구 U-통합운영센터","02-2627-1903"
"G112","유창빌딩 앞","서울특별시 금천구 독산로82길 10","서울특별시 금천구 독산동 181-75",37.47159644,126.9043534,"금천구 U-통합운영센터","02-2627-1903"
"G113","미니스톱 독산역점 앞","서울특별시 금천구 독산로82길 28","서울특별시 금천구 독산동 181-112",37.47148555,126.9053981,"금천구 U-통합운영센터","02-2627-1903"
"G114","맥도날드 앞","서울특별시 금천구 독산로82길 38","서울특별시 금천구 독산동 181-122",37.47142468,126.905891,"금천구 U-통합운영센터","02-2627-1903"
"G115","독산동성당 앞","서울특별시 금천구 독산로76길 10","서울특별시 금천구 독산동 191-4",37.46918085,126.9032712,"금천구 U-통합운영센터","02-2627-1903"
"G116","경북상회 앞","서울특별시 금천구 범안로12길 29","서울특별시 금천구 독산동 1006-187",37.46525354,126.892054,"금천구 U-통합운영센터","02-2627-1903"
"G117","에스엠토킹스쿨 앞","서울특별시 금천구 범안로12길 21-11","서울특별시 금천구 독산동 1006-192",37.46549912,126.8926143,"금천구 U-통합운영센터","02-2627-1903"
"G118","이디마트 앞","서울특별시 금천구 시흥대로38길 4","서울특별시 금천구 시흥동 938-44",37.44385642,126.904791,"금천구 U-통합운영센터","02-2627-1903"
"G119","핑크피부관리 앞","서울특별시 금천구 시흥대로30길 20","서울특별시 금천구 시흥동 943-3",37.4432545,126.904733,"금천구 U-통합운영센터","02-2627-1903"
"G120","BYC 앞","서울특별시 금천구 시흥대로26길 11","서울특별시 금천구 시흥동 953",37.44204347,126.9046532,"금천구 U-통합운영센터","02-2627-1903"
"G121","시골집연탄구이 앞","서울특별시 금천구 시흥대로20길 18","서울특별시 금천구 시흥동 951",37.44123248,126.9045593,"금천구 U-통합운영센터","02-2627-1903"
"G122","고려할인마트 앞","서울특별시 금천구 시흥대로18길 10","서울특별시 금천구 시흥동 955-2",37.44016535,126.9041538,"금천구 U-통합운영센터","02-2627-1903"
"G123","미도주택, 금천인테리어설비 앞","서울특별시 금천구 시흥대로12길 13","서울특별시 금천구 시흥동 960-12",37.43923553,126.9041821,"금천구 U-통합운영센터","02-2627-1903"
"G124","꾸러기어린이공원 앞","서울특별시 금천구 시흥대로28길 35-16","서울특별시 금천구 시흥동 945-2",37.44311507,126.906148,"금천구 U-통합운영센터","02-2627-1903"
"G125","煐(영)林(림)가든 앞","서울특별시 금천구 시흥대로26길 42","서울특별시 금천구 시흥동 947",37.44169504,126.9061000218,"금천구 U-통합운영센터","02-2627-1903"
"G126","국제B동 앞","서울특별시 금천구 시흥대로18길 49","서울특별시 금천구 시흥동 949",37.44080492,126.9062141,"금천구 U-통합운영센터","02-2627-1903"
"G127","멋쟁이미장원 앞","서울특별시 금천구 시흥대로16길 27","서울특별시 금천구 시흥동 956-4",37.44008735,126.9057585,"금천구 U-통합운영센터","02-2627-1903"
"G128","한일산업운수 앞","서울특별시 금천구 시흥대로18길 39","서울특별시 금천구 시흥동 950-10",37.4405884,126.9058618,"금천구 U-통합운영센터","02-2627-1903"
"G129","성은빌라 앞","서울특별시 금천구 시흥대로36길 33","서울특별시 금천구 시흥동 938-11",37.44434002,126.9055995,"금천구 U-통합운영센터","02-2627-1903"
"G130","석수빌라 입구","서울특별시 금천구 시흥대로36길 61","서울특별시 금천구 시흥동 1004",37.4437107,126.9073632,"금천구 U-통합운영센터","02-2627-1903"
"G131","형제미니슈터 앞","서울특별시 금천구 시흥대로28길 58","서울특별시 금천구 시흥동 946-6",37.44237337,126.907056,"금천구 U-통합운영센터","02-2627-1903"
"G134","효천A동 앞","서울특별시 금천구 시흥대로36길 18-5","서울특별시 금천구 시흥동 944-17",37.4437343,126.9053064,"금천구 U-통합운영센터","02-2627-1903"
"G135","까치어린이공원, 유정빌리지 앞","서울특별시 금천구 시흥대로16길 20","서울특별시 금천구 시흥동 959-9",37.43954643,126.9053614,"금천구 U-통합운영센터","02-2627-1903"
"G136","백운장여관 앞","서울특별시 금천구 시흥대로32길 17","서울특별시 금천구 시흥동 942-10",37.44280099,126.905418,"금천구 U-통합운영센터","02-2627-1903"
"G137","삼성아트맨션 옆","서울특별시 금천구 독산로26길 16","서울특별시 금천구 시흥동 819-29",37.45584473,126.9063265,"금천구 U-통합운영센터","02-2627-1903"
"G138","산골별미추어탕 앞","서울특별시 금천구 독산로32길 44","서울특별시 금천구 시흥동 808-8",37.45813076,126.907619,"금천구 U-통합운영센터","02-2627-1903"
"G139","태창타일 앞","서울특별시 금천구 두산로9가길 19-9","서울특별시 금천구 가산동 235-64",37.47267352,126.891242,"금천구 U-통합운영센터","02-2627-1903"
"G140","금호타운 앞","서울특별시 금천구 독산로60길 40","서울특별시 금천구 독산동 380-9",37.46525027,126.9050442,"금천구 U-통합운영센터","02-2627-1903"
"G141","백만불세탁 앞","서울특별시 금천구 독산로62길 43","서울특별시 금천구 독산동 378-128",37.4657151,126.904904,"금천구 U-통합운영센터","02-2627-1903"
"BC101","금천구청역광장 자전거보관소 앞","서울특별시 금천구 시흥대로63길 72","서울특별시 금천구 시흥동 113-110",37.465061,126.894896,"금천구 U-통합운영센터","02-2627-1903"
"BC103","금천구청역 뒤 안양천 육교 화장실앞, 자전거보관소 앞","서울특별시 금천구 시흥대로63길 91","서울특별시 금천구 시흥동 113-77",37.45553552,126.8943736,"금천구 U-통합운영센터","02-2627-1903"
"BC104","금천구청역 뒤 안양천 육교 화장실앞, 자전거보관소 앞","서울특별시 금천구 시흥대로63길 91","서울특별시 금천구 시흥동 113-77",37.45553552,126.8943736,"금천구 U-통합운영센터","02-2627-1903"
"BC105","독산역 2번출구 자전거보관소","서울특별시 금천구 범안로 1144","서울특별시 금천구 가산동 714",37.46614817,126.8890594,"금천구 U-통합운영센터","02-2627-1903"
"BC106","독산역 2번출구 작은도서관","서울특별시 금천구 범안로 1144","서울특별시 금천구 가산동 714",37.46614817,126.8890594,"금천구 U-통합운영센터","02-2627-1903"
"1","고척근린공원 게이트볼","서울특별시 구로구 고척로45길 39","서울특별시 구로구 고척2동 산9-14",37.50658242,126.8532783,"구로구청","02-860-2114"
"2","고척근린공원 주차장","서울특별시 구로구 고척로45길 39","서울특별시 구로구 고척2동 산9-14",37.50658242,126.8532783,"구로구청","02-860-2114"
"3","고척근린공원 놀이터(상상공원)","서울특별시 구로구 고척로45길 39","서울특별시 구로구 고척2동 산9-14",37.50658242,126.8532783,"구로구청","02-860-2114"
"4","절골어린이공원 어린이놀이터","서울특별시 구로구 개봉로3가길 88-9","서울특별시 구로구 개봉3동 312-25",37.4829713,126.851814,"구로구청","02-860-2114"
"5","구일초교 1지점","서울특별시 구로구 구일로 68","서울특별시 구로구 구로1동 685-221",37.4931916,126.8734733,"구로구청","02-860-2114"
"6","구일초교 1지점","서울특별시 구로구 구일로 62","서울특별시 구로구 구로1동 685-219",37.49177617,126.8743622,"구로구청","02-860-2114"
"7","구로초교 1지점","서울특별시 구로구 구로중앙로27가길 23","서울특별시 구로구 구로2동 513-34",37.49772025,126.8860499,"구로구청","02-860-2114"
"8","구로초교 2지점","서울특별시 구로구 구로중앙로27나길 18","서울특별시 구로구 구로2동 511-25",37.49684696,126.8849022,"구로구청","02-860-2114"
"9","동구로초교 회전형 구민어린이집 앞","서울특별시 구로구 가마산로26길 34","서울특별시 구로구 구로4동 90 - 1",37.4947222,126.8915863,"구로구청","02-860-2114"
"10","신구로초교 회전형","서울특별시 구로구 가마산로27길 69","서울특별시 구로구 구로5동 105",37.4996026,126.8897653,"구로구청","02-860-2114"
"11","영일초교 1지점 회전형","서울특별시 구로구 구로동로7나길 32","서울특별시 구로구 가리봉동 10-7",37.48530508,126.8830883,"구로구청","02-860-2114"
"12","영일초교 2지점 회전형 홈마트 앞","서울특별시 구로구 구로동로7나길 15","서울특별시 구로구 가리봉동 13-21",37.4859583,126.8834147,"구로구청","02-860-2114"
"13","덕의초교 회전형","서울특별시 구로구 고척로 211","서울특별시 구로구 고척2동 169-13",37.5055516,126.8565964,"구로구청","02-860-2114"
"14","세곡초교 학교 앞 회전형 태후사랑,무궁화슈퍼 앞","서울특별시 구로구 고척로27길 32","서울특별시 구로구 개봉1동 119-13",37.50342458,126.847028,"구로구청","02-860-2114"
"15","개봉초교 1지점 회전형 팅커벨 피아노학원 앞","서울특별시 구로구 개봉로16길 31","서울특별시 구로구 개봉2동 262-32",37.49017537,126.8579193,"구로구청","02-860-2114"
"16","개봉초교 2지점 회전형 아이파크 110동 앞","서울특별시 구로구 개봉로2길 87-15","서울특별시 구로구 개봉3동 276-21",37.4890553,126.8591427,"구로구청","02-860-2114"
"17","오류초교 1지점 회전형 오류동장로교회 주차장 맞은편","서울특별시 구로구 고척로10길 45","서울특별시 구로구 오류1동 13-46",37.4972799,126.8418161,"구로구청","02-860-2114"
"18","오류초교 2지점 회전형","서울특별시 구로구 경인로25길 41","서울특별시 구로구 오류1동 16-4",37.4977948,126.8427717,"구로구청","02-860-2114"
"19","오류초교 3지점 회전형 경인공인중개사 앞","서울특별시 구로구 고척로16길 75","서울특별시 구로구 오류1동 30-5",37.497468,126.8435571,"구로구청","02-860-2114"
"20","오류초교 4지점 회전형 백운빌라 맞은편","서울특별시 구로구 경인로25길 56","서울특별시 구로구 오류1동 27-56",37.4984947,126.8431886,"구로구청","02-860-2114"
"21","오류남초교 1지점 경남아너스빌 105동 앞","서울특별시 구로구 서해안로24길 21-4","서울특별시 구로구 오류2동 165-3",37.48952456,126.8394126,"구로구청","02-860-2114"
"22","오류남초교 2지점 회전형 온누리슈퍼 앞","서울특별시 구로구 서해안로20길 24","서울특별시 구로구 오류2동 187-24",37.4887581,126.8380076,"구로구청","02-860-2114"
"23","오류남초교 3지점 회전형 경남아너스빌 103동 앞 삼거리","서울특별시 구로구 서해안로24길 22","서울특별시 구로구 오류2동 332-59",37.48968634,126.8391754,"구로구청","02-860-2114"
"24","온수초교 정문, 손세차 옆","서울특별시 구로구 부일로 883","서울특별시 구로구 수궁동 8-2",37.49326712,126.8252878,"구로구청","02-860-2114"
"25","동산교회 앞, 온수초교","서울특별시 구로구 부일로9길 57","서울특별시 구로구 수궁동 7-5",37.49522438,126.8254059,"구로구청","02-860-2114"
"26","온수초교 3지점, 후문입구 큰도로쪽","서울특별시 구로구 부일로 893","서울특별시 구로구 수궁동 산1-2",37.49400335,126.8259691,"구로구청","02-860-2114"
"27","매봉초교 1지점 회전형","서울특별시 구로구 고척로21다길 14","서울특별시 구로구 개봉1동 7-33",37.50361958,126.8445373,"구로구청","02-860-2114"
"28","매봉초교 2지점 회전형 우성아파트 묘소앞 삼거리","서울특별시 구로구 고척로21길 55","서울특별시 구로구 개봉1동 산1-2",37.50491677,126.844365,"구로구청","02-860-2114"
"29","오정초교 1지점 회전형 정문 앞","서울특별시 구로구 경인로2길 11","서울특별시 구로구 오류2동 108-80",37.4898092,126.8273989,"구로구청","02-860-2114"
"30","오정초교 2지점 회전형","서울특별시 구로구 경인로2길 10","서울특별시 구로구 오류2동 108-28",37.49016576,126.8264393,"구로구청","02-860-2114"
"31","구로남초교 1지점 회전형 정문 앞","서울특별시 구로구 디지털로27길 64","서울특별시 구로구 구로3동 252-60",37.4841313,126.8906248,"구로구청","02-860-2114"
"32","구로남초교 2지점 회전형 꿀벌유치원 앞","서울특별시 구로구 디지털로27다길 9","서울특별시 구로구 구로3동 797-14",37.4846949,126.8894299794,"구로구청","02-860-2114"
"33","구로남초교 3지점 회전형 한국타이어 앞","서울특별시 구로구 우마3길 44","서울특별시 구로구 가리봉동 131-43",37.48183811,126.8907367,"구로구청","02-860-2114"
"34","개웅초인근, 개웅어린이공원 위 1 회전형","서울특별시 구로구 개봉로15길 58-2","서울특별시 구로구 개봉2동 340-8",37.48997098,126.8528254,"구로구청","02-860-2114"
"35","개웅초인근, 개웅어린이공원 아래 2 회전형","서울특별시 구로구 개봉로15길 58-2","서울특별시 구로구 개봉2동 340-8",37.48997098,126.8528765,"구로구청","02-860-2114"
"36","구로남초교(환경어린이공원) 회전형","서울특별시 구로구 도림로6길 30","서울특별시 구로구 구로3동 797-1",37.4850038,126.8884164,"구로구청","02-860-2114"
"37","온수초 인근, 삭세어린이공원","서울특별시 구로구 오리로21길 104","서울특별시 구로구 수궁동 237-12",37.49606392,126.8253872,"구로구청","02-860-2114"
"38","온수초 인근, 삭세어린이공원","서울특별시 구로구 부일로9길 90-16","서울특별시 구로구 수궁동 237-1",37.49688832,126.8247135,"구로구청","02-860-2114"
"39","휴먼부동산 앞","서울특별시 구로구 구로중앙로28길 12","서울특별시 구로구 구로5동 530-24",37.49882374,126.8867757,"구로구청","02-860-2114"
"40","부뚜막청국장 앞","서울특별시 구로구 구로중앙로28길 24","서울특별시 구로구 구로5동 528-1",37.499192,126.8874457,"구로구청","02-860-2114"
"41","뼈다귀/고개구이집사이","서울특별시 구로구 구로중앙로28길 54","서울특별시 구로구 구로5동 109-1",37.4997657,126.8883582,"구로구청","02-860-2114"
"42","보건소앞","서울특별시 구로구 구로중앙로28길 66","서울특별시 구로구 구로5동 109-4",37.500198,126.8893394,"구로구청","02-860-2114"
"67","구로5동 112-2","서울특별시 구로구 경인로20나길 30","서울특별시 구로구 구로5동 112-2",37.49482961,126.8420247,"구로구청","02-860-2114"
"83","고척2동 260-15","서울특별시 구로구 구로동로5길 13-3","서울특별시 구로구 고척2동 260-15",37.48444625,126.885672,"구로구청","02-860-2114"
"84","고척2동 253-241","서울특별시 구로구 구로동로5길 13-3","서울특별시 구로구 고척2동 253-241",37.48444625,126.885672,"구로구청","02-860-2114"
"93","오류2동 156-26","서울특별시 구로구 오류로8나길 18","서울특별시 구로구 오류2동 156-26",37.4902913,126.8413966,"구로구청","02-860-2114"
"97","개웅산길 입구 앞(푸른이비인후과 앞)","서울특별시 구로구 개봉로 63","서울특별시 구로구 개봉2동 403-53",37.4913139,126.8556916,"구로구청","02-860-2114"
"100","고려클리닉센터 맞은편(NSS 수산 앞)","서울특별시 구로구 개봉로 22","서울특별시 구로구 개봉3동 403-171",37.4875168,126.856552,"구로구청","02-860-2114"
"101","현대자동차 옆","서울특별시 구로구 개봉로 40","서울특별시 구로구 개봉3동 403-143",37.4891681,126.8563708,"구로구청","02-860-2114"
